"NSC_number","smiles","logp","mol_weight","mol_formula"
59821,"C1=CC2=CC=CC3=CC=CC1=C23",3.94,152.1952,"C12H8"
59832,"CC1=C2C(=CC=C1C)C=CC=C2",4.31,156.2268,"C12H12"
59888,"OC(=O)C1=CC=C(CC)C=C1",2.89,150.1768,"C9H10O2"
59901,"OC(=O)C2=CC1=C(C=CC=C1)C=C2",3.28,172.183,"C11H8O2"
59990,"OC(C1=CC=C(Cl)C=C1)C2=CC=CC=C2",3.61,218.6823,"C13H11ClO"
60017,"NC1=C3C(=CC=C1)C=C2C=CC=CC2=C3",3.69,193.2476,"C14H11N"
60018,"C2C1=CC=CC=C1C3=C(C2)C=CC=C3",4.52,180.2488,"C14H12"
60107,"O=CC1=CC(=CC=C1)Cl",2.26,140.5689,"C7H5ClO"
60108,"N#CC1=CC(=CC=C1)O",1.7,119.1226,"C7H5NO"
60152,"COC1=CC(=C(OC)C=C1)Cl",2.69,172.6109,"C8H9ClO2"
60155,"C\1C/C=C\CC/C=C\1",3.16,108.1828,"C8H12"
60190,"ClCCCO",0.5,94.5407,"C3H7ClO"
60200,"ClC1=CC=CN=C1",1.33,113.5463,"C5H4ClN"
60213,"C1CCCC1",3.0,70.134,"C5H10"
60247,"CCCCOC1=CC=C(C(=O)O)C=C1",3.57,194.2298,"C11H14O3"
60262,"O=C(NC1=CC=CC=C1)NC(C)=O",1.6,178.1902,"C9H10N2O2"
60282,"CC(OC1=C(C)C=C(Cl)C=C1)C(=O)O",3.13,214.6481,"C10H11ClO3"
60292,"CCCCOC1=CC=C(O)C=C1",2.9,166.2194,"C10H14O2"
60295,"CC(NCC1=CC=CC=C1)C",1.83,149.2352,"C10H15N"
60513,"OCC(Cl)Cl",0.37,114.959,"C2H4Cl2O"
60522,"C1=NC=C[NH]1",-0.08,68.078,"C3H4N2"
60528,"FC(C(CO)(F)F)(C(F)(F)F)F",1.94,200.0559,"C4H3F7O"
60532,"O1CC=CC1",0.46,70.0908,"C4H6O"
60536,"N#CC(C)C",0.46,69.106,"C4H7N"
60542,"COCCOC",-0.21,90.1218,"C4H10O2"
60637,"CCCCC[N]2C1=C(C(=NC=N1)N)N=C2",1.79,205.262,"C10H15N5"
60643,"BrC1=C(C=CC=C1)Br",3.64,235.9056,"C6H4Br2"
60644,"ClC1=C(Cl)C=CC=C1",3.43,147.0036,"C6H4Cl2"
60646,"ClC1=C(Cl)C=CC=C1O",2.84,163.003,"C6H4Cl2O"
60647,"OC1=C(Cl)C=CC=C1Cl",2.75,163.003,"C6H4Cl2O"
60648,"ClC1=C(Cl)C=CC(=C1)O",3.33,163.003,"C6H4Cl2O"
60649,"ClC1=CC(=CC(=C1)O)Cl",3.62,163.003,"C6H4Cl2O"
60651,"[O-][N+](=O)C1=CC(=CC=C1)F",1.9,141.1015,"C6H4FNO2"
60681,"N#CC1=CC=NC=C1",0.46,104.111,"C6H4N2"
60682,"[O-][N+](=O)C1=C(C=CC=C1)[N+](=O)[O-]",1.69,168.1086,"C6H4N2O4"
60683,"ClC1=C(Cl)C=CC=C1N",2.82,162.0182,"C6H5Cl2N"
60684,"O=I(=O)C1=CC=CC=C1",-1.33,236.0088,"C6H5IO2"
60686,"CC1=CC(=NC=N1)C",0.62,108.1426,"C6H8N2"
60690,"C(CCC=C)=C",2.87,82.145,"C6H10"
60708,"OC(CCC)CC",1.65,102.176,"C6H14O"
60719,"NC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]",0.83,211.1336,"C7H5N3O5"
60720,"ClCC1=CC(=CC=C1)F",2.77,144.5758,"C7H6ClF"
60722,"CC1=C(Cl)C=CC=C1Cl",3.99,161.0304,"C7H6Cl2"
60735,"OCC1=CC(=CC=C1)O",0.49,124.139,"C7H8O2"
60736,"CC1=CC(=CN=C1)C",1.78,107.1548,"C7H9N"
60759,"CCCCOCCO",0.83,118.1754,"C6H14O2"
60773,"CC1=C2C(=CC=C1)C=CC(=C2)C",4.44,156.2268,"C12H12"
60912,"ClC(C(Cl)Cl)Cl",2.39,167.8498,"C2H2Cl4"
60920,"CC1=C(C)C=CC=C1",3.12,106.167,"C8H10"
61049,"OC(=O)C1CCNCC1",-3.05,129.1584,"C6H11NO2"
61468,"C(/C(C)=O)=C/C",0.52,84.1176,"C5H8O"
61560,"O=S2(=O)C1=CC(=C(C=C1NC(C(Cl)Cl)N2)Cl)S(N)(=O)=O",0.62,380.6479,"C8H8Cl3N3O4S2"
61769,"CC1=CC(=CC=C1)C",3.2,106.167,"C8H10"
61779,"CC1=C2C(=C(C)C=C1)C=CC=C2",4.37,156.2268,"C12H12"
61796,"C(/C(N)=O)(=C/C1=CC=CC=C1)C#N",1.56,172.186,"C10H8N2O"
61806,"CN2C3C1OC1C2CC(C3)OC(C(CO)C4=CC=CC=C4)=O",0.98,303.3572,"C17H21NO4"
61808,"C2C3CC(OC(=O)C(CO)C1=CC=CC=C1)CC(C2)N3C",1.83,289.3736,"C17H23NO3"
61870,"NNC(=O)C1=C([N+](=O)[O-])C=CC=C1",-0.54,181.1506,"C7H7N3O3"
61961,"CCC[N]2C1=C(C(=NC=N1)N)N=C2",0.74,177.2084,"C8H11N5"
61979,"CC(CCC(=O)O)(C(=O)O)C",0.67,160.1694,"C7H12O4"
61992,"FC(F)(F)C1=CC=C(C(F)(F)F)C=C1",3.83,214.11,"C8H4F6"
62000,"O=C(CC1=C(C=CC=C1)O)O",0.85,152.1494,"C8H8O3"
62012,"CCC1=CC=C(O)C=C1",2.58,122.1664,"C8H10O"
62014,"CCC1=C(N)C=CC=C1",1.74,121.1816,"C8H11N"
62015,"CCC1=CC=C(N)C=C1",1.96,121.1816,"C8H11N"
62017,"CN(C)C1=CC(=CC=C1)O",1.56,137.181,"C8H11NO"
62087,"C[N]2C1=C(C=CC=C1)C=C2C",2.82,145.2036,"C10H11N"
62102,"CCC1=CC(=CC=C1)CC",4.57,134.2206,"C10H14"
62103,"CCN(C(=O)C1=CC=CN=C1)CC",0.33,178.2334,"C10H14N2O"
62112,"OC(COC1=C(C=CC=C1)OC)CO",1.39,198.2182,"C10H14O4"
62240,"CP(=O)(OC)OC",-0.61,124.0761,"C3H9O3P"
62323,"FC(C4=CC1=C(SC3=C(N1CCCN2CCN(CCO)CC2)C=CC=C3)C=C4)(F)F",4.36,437.5221,"C22H26F3N3OS"
62439,"BrC1=CC(=CC(=C1)Br)Br",4.51,314.8017,"C6H3Br3"
62484,"C1=CC2=C(C=C1)C=NN=C2",0.57,130.1488,"C8H6N2"
62663,"BrCCCBr",2.37,201.8884,"C3H6Br2"
62672,"COC1=C(C)C=CC=C1C",3.02,136.1932,"C9H12O"
62686,"OC1=C2C(=CC=C1)C=CC(=C2)O",1.94,160.172,"C10H8O2"
62687,"OC2=CC1=C(C=C(O)C=C1)C=C2",1.9,160.172,"C10H8O2"
62692,"NC2=CC1=C(C=CC=C1)C=C2N",1.54,158.2024,"C10H10N2"
62775,"CC(C)N",0.26,59.1108,"C3H9N"
62776,"CNCCO",-0.94,75.1102,"C3H9NO"
62777,"[NH]1C=CC=C1",0.75,67.0902,"C4H5N"
62779,"CCCC=O",0.88,72.1066,"C4H8O"
62780,"CC(C(=O)O)C",0.94,88.106,"C4H8O2"
62781,"C1CCCN1",0.46,71.1218,"C4H9N"
62783,"CC(CC(=O)O)C",1.16,102.1328,"C5H10O2"
62784,"CCCCCCC",4.66,100.2034,"C7H16"
62785,"C=CC1=CC=CC=C1",2.95,104.1512,"C8H8"
62786,"CNCC(O)C1=CC(=C(O)C=C1)O",-1.37,183.2066,"C9H13NO3"
62787,"CCCCCCCCC(=O)O",3.42,158.24,"C9H18O2"
62862,"CCNCCNCC",0.21,116.2058,"C6H16N2"
62908,"OC(=O)C1CCCNC1",-2.89,129.1584,"C6H11NO2"
62921,"CCNC(N)=S",-0.21,104.1696,"C3H8N2S"
63345,"CS(C)(=O)=O",-1.41,94.1282,"C2H6O2S"
63347,"OCC1=CC=C(C=C1)F",1.36,126.1301,"C7H7FO"
63351,"O=C(CNC(=O)C1=C(C=CC=C1)I)O",0.97,305.0716,"C9H8INO3"
63560,"CC34C(C2C(C1(C)C(=CC(=O)CC1)C(C2)F)C(C3)O)CCC4(C(CO)=O)O",1.67,380.4555,"C21H29FO5"
63847,"O/N=C/C1=CC=NC=C1",0.77,122.1262,"C6H6N2O"
64013,"CC1(CC)C(=O)NC(C1)=O",0.38,141.1694,"C7H11NO2"
64074,"CC(CN1C3=C(SC2=C1C=CC=C2)C=CC=C3)N(CC)CC",4.77,312.472,"C19H24N2S"
64087,"C2(/C1=CC(=CC=C1SC3=C2C=CC=C3)Cl)=C/CCN4CCN(CCO)CC4",4.18,400.9653,"C22H25ClN2OS"
64139,"ClC1=C(Cl)C=C(N)C(=C1)Cl",3.45,196.4633,"C6H4Cl3N"
65085,"O=C(COC1=CC=C(C=C1)Br)O",2.45,231.0455,"C8H7BrO3"
65426,"OCCCO",-1.04,76.095,"C3H8O2"
65440,"C[N]1C=CC=C1",1.21,81.117,"C5H7N"
65448,"O1CCCCC1",0.95,86.1334,"C5H10O"
65449,"CC(C(=O)O)(C)C",1.48,102.1328,"C5H10O2"
65579,"CN1CCCC1",0.92,85.1486,"C5H11N"
65583,"[O-][N+](=O)C1=C2C(=CC=C1)N=CC=C2",1.4,174.1586,"C9H6N2O2"
65588,"[N]2(C1=CC=CC=C1)C=CC=N2",2.2,144.1756,"C9H8N2"
65591,"C/C=C/C1=CC=CC=C1",3.35,118.178,"C9H10"
65593,"CC(=O)C1=CC=CC(=C1)OC",1.84,150.1768,"C9H10O2"
65595,"O=C(CC1=CC=C(C=C1)C)O",1.86,150.1768,"C9H10O2"
65600,"CC1=C(C)C=CC(=C1)C",3.63,120.1938,"C9H12"
65604,"C2CCC1=C(C=C(O)C=C1)C2",2.9,148.2042,"C10H12O"
65609,"NC(CC1=CC=C(O)C=C1)C(OC)=O",0.29,195.2176,"C10H13NO3"
65646,"CCCC1=C(O)C=CC=C1",2.93,136.1932,"C9H12O"
65647,"CCCC1=CC=C(O)C=C1",3.2,136.1932,"C9H12O"
65665,"CC2=CC1=C(C=CC=N1)C=C2",2.47,143.1878,"C10H9N"
65801,"C[Ge](C)(C)C",3.31,132.7288,"C4H12Ge"
66192,"COC2=C(OC1=CC=CC=C1)C=CC=C2",2.92,200.2366,"C13H12O2"
66208,"OC(=O)C2C1=C(C=CC=C1)OC3=C2C=CC=C3",2.23,226.2312,"C14H10O3"
66274,"CSC1=CC(=CC=C1)N",1.45,139.2148,"C7H9NS"
66394,"O=CC1=CC=C[NH]1",0.64,95.1006,"C5H5NO"
66398,"OC(CCCC)CCC",2.68,130.2296,"C8H18O"
66405,"ClC(C#N)(Cl)Cl",2.09,144.3877,"C2Cl3N"
66407,"OCC(Cl)(Cl)Cl",1.42,149.4041,"C2H3Cl3O"
66412,"FC(C(=O)C)(F)F",0.2,112.0513,"C3H3F3O"
66413,"FC(C(F)(F)F)(CO)F",1.23,150.0481,"C3H3F5O"
66458,"C1(=CC=CC=C1)N(C2=CC=CC=C2)C3=CC=CC=C3",5.74,245.3232,"C18H15N"
66479,"O=NC1=CC=CC=C1",2.01,107.1116,"C6H5NO"
66487,"OB(O)C1=CC=CC=C1",1.58,121.9301,"C6H7BO2"
66497,"CC(CC)CC",3.6,86.1766,"C6H14"
66509,"NC(OC1=CC=CC=C1)=O",1.08,137.1378,"C7H7NO2"
66512,"OCC1=C(C=CC=C1)[N+](=O)[O-]",1.24,153.1372,"C7H7NO3"
66521,"CNC(=O)C1=CC=CN=C1",0.0,136.153,"C7H8N2O"
66549,"N#CC1=C(C=CC=C1)C",2.21,117.15,"C8H7N"
66555,"[O-][N+](=O)C1=CC=C(C)C(=C1)C",2.91,151.1646,"C8H9NO2"
66558,"OCC1=C(C=CC=C1)OC",1.13,138.1658,"C8H10O2"
66563,"COC1=CC(=C(N)C=C1)C",1.23,137.181,"C8H11NO"
66847,"O=C1N(C(=O)C2=C1C=CC=C2)C3C(=O)NC(=O)CC3",0.33,258.233,"C13H10N2O4"
66991,"CC1=C2C(=CC(=C1)C)C=CC=C2",4.42,156.2268,"C12H12"
67063,"C2=CC1=CC=CN=C1[NH]2",1.82,118.1378,"C7H6N2"
67315,"C1=CC=CC=C1",2.13,78.1134,"C6H6"
67353,"BrC2=C(C1=CC=CC=C1)C=CC=C2",4.59,233.1071,"C12H9Br"
67354,"ClC1=C(C=CC=C1)C2=CC=CC=C2",4.53,188.6561,"C12H9Cl"
67391,"COC(OC)(OC)C1=CC=CC=C1",2.27,182.2188,"C10H14O3"
67957,"OC(CCC)C(=O)O",0.45,118.1322,"C5H10O3"
68073,"CCCS",1.81,76.1562,"C3H8S"
68074,"SCCCC",2.28,90.183,"C4H10S"
68095,"O=CC1=CC=C(C=C1)F",1.54,124.1143,"C7H5FO"
68355,"[O-][N+](=O)C1=CC=C(/C=N/O)C=C1",1.95,166.136,"C7H6N2O3"
68362,"O/N=C/C1=CC=CC=C1",1.75,121.1384,"C7H7NO"
68382,"FC1(F)C(F)(F)C(F)(F)C(F)(F)C(C1(F)F)(F)F",2.91,300.0468,"C6F12"
68416,"FC1=CC=CC=C1",2.27,96.1039,"C6H5F"
68472,"CCCCCC",3.9,86.1766,"C6H14"
68527,"O=C(/C(=C/C1=CC=CC=C1)C(C)=O)OCC",2.21,218.2518,"C13H14O3"
68928,"C1(C(C(OC1CO)N2C(=O)NC(=O)C=C2)O)O",-1.98,244.2036,"C9H12N2O6"
69423,"CN=CC1=CC=CC=C1",1.64,119.1658,"C8H9N"
69428,"O=C(NC1=CC=C(C=C1)F)N(N=O)C",1.88,197.1685,"C8H8FN3O2"
69819,"COC1=CC=C(Cl)N=N1",0.89,144.5603,"C5H5ClN2O"
69860,"OCC(C)O",-0.92,76.095,"C3H8O2"
69924,"C1(CN(N=O)CC(O1)C)C",0.32,144.173,"C6H12N2O2"
70063,"C(CCCCCCCCCOC(=O)C1=C(C(OCCCC)=O)C=CC=C1)CC",8.06,390.5618,"C24H38O4"
70132,"CC(NC1=C(C=CC=C1)NC(C)=O)=O",-0.03,192.217,"C10H12N2O2"
70151,"CNC1(C(CCCC1)=O)C2=C(C=CC=C2)Cl",2.18,237.7285,"C13H16ClNO"
70258,"O=C(NC1=CC(=C(C=C1)Cl)Cl)NC2=CC=CC=C2",4.7,281.1408,"C13H10Cl2N2O"
70337,"C(CCOC1=C(Cl)C=C(C=C1)Cl)C(=O)O",3.53,249.0932,"C10H10Cl2O3"
70375,"C1(=CC=CC=C1)C2=CC=NC=C2",2.59,155.1988,"C11H9N"
70413,"OC34C25C1=C(C=CC(=C1OC2C(=O)CC3)O)CC4N(CC=C)CC5",2.09,327.3792,"C19H21NO4"
70731,"CC(C(NC(=O)C1CC(CCC)CN1C)C2OC(C(O)C(C2O)O)SC)O",0.56,406.5364,"C18H34N2O6S"
70737,"N(S(=O)(=O)C1=CC=C(Cl)C=C1)C(NN2CCCCCC2)=O",1.64,331.8165,"C13H18ClN3O3S"
70762,"N(S(=O)(=O)C1=CC=C(C)C=C1)C(NN2CCCCCC2)=O",2.69,311.3982,"C14H21N3O3S"
70930,"CC(OCC)=O",0.73,88.106,"C4H8O2"
70955,"COC1=CC(=CC(=C1)O)OC",1.64,154.1652,"C8H10O3"
71001,"O=C(OCC1=CC=CC=C1)C2=C(C(OCCCC)=O)C=CC=C2",4.91,312.3646,"C19H20O4"
71162,"CC(C(C)O)C",1.28,88.1492,"C5H12O"
71206,"BrCCCCCC",3.8,165.0727,"C6H13Br"
71433,"NC(CC1=CC=C(F)C=C1)C(=O)O",-1.89,183.1819,"C9H10FNO2"
71795,"CC2=C3C(=C(C)C1=CC=NC=C12)[NH]C4=C3C=CC=C4",4.8,246.311,"C17H14N2"
71927,"C1(=CC=CC=C1)CCOC(C)=O",2.3,164.2036,"C10H12O2"
71929,"CC1(C(=O)N(C)C(=O)NC1=O)C2=CCCCC2",1.98,236.27,"C12H16N2O3"
72012,"S=C=NC1=CC=C(C=C1)Br",4.03,214.0793,"C7H4BrNS"
72025,"CCCOC(C)=O",1.24,102.1328,"C5H10O2"
72104,"OC(CNC(C)C)C1=CC(=C(Cl)C=C1)Cl",3.32,248.1516,"C11H15Cl2NO"
72108,"NC1=C3C(=NC2=C1C=CC=C2)CCCC3",2.71,198.267,"C13H14N2"
72181,"S=C=NC2=CC=C(C1=CC=CC=C1)C=C2",4.66,211.2808,"C13H9NS"
72292,"CC1=C3C(=CC=N1)C2=CC=C(C=C2[NH]3)O",2.19,198.2238,"C12H10N2O"
72372,"N2=CC1=CC=CC=C1N=C2",1.0,130.1488,"C8H6N2"
72391,"NNC=O",-2.05,60.0554,"CH4N2O"
72415,"CCCCC",3.39,72.1498,"C5H12"
72419,"CC1=CC=C(C)C=C1",3.15,106.167,"C8H10"
72426,"C1CCCCCCC1",4.45,112.2144,"C8H16"
72440,"CCCCCCCCCCCCCC",7.2,198.391,"C14H30"
72862,"O=C2N6C1C5(C4CC3C1C(C2)OCC=C3CN4CC5)C7=C6C=CC(=C7)OC",1.85,364.4432,"C22H24N2O3"
72990,"C23=C(NC1=CC=CC=C1O2)C=CC=C3",3.85,183.2092,"C12H9NO"
73188,"O=S(N)(=O)C1=CC=C(OC)C=C1",0.47,187.213,"C7H9NO3S"
73191,"O=C(CC1=CC(=C(C=C1)O)O)O",0.98,168.1488,"C8H8O4"
73482,"N1=C3C(=C2C(=C1)C=CC=C2)C=CC=C3",3.48,179.2208,"C13H9N"
73508,"C1=NC2=C(C=C1)N=CC=N2",-0.04,131.1366,"C7H5N3"
73901,"C=C/C=C/C",2.44,68.1182,"C5H8"
73902,"C=CCC=C",2.48,68.1182,"C5H8"
73961,"CCCCCCCC=C",5.15,126.2412,"C9H18"
73973,"CCCC1=CC=C(C)C=C1",4.6,134.2206,"C10H14"
73974,"CCCC1=CC(=CC=C1)C",4.67,134.2206,"C10H14"
73975,"CC(C)C1=CC(=CC=C1)C",4.5,134.2206,"C10H14"
73976,"CC(C)C1=C(C)C=CC=C1",4.38,134.2206,"C10H14"
73977,"CCCC1=C(C)C=CC=C1",4.5,134.2206,"C10H14"
73978,"CC(C)C1CCC(C)CC1",5.56,140.268,"C10H20"
73982,"CCCCCC1=CC=CC=C1",4.9,148.2474,"C11H16"
74022,"CC(=O)C1=CC=C(N(C)C)C=C1",2.1,163.2188,"C10H13NO"
74121,"CCCCC=C",3.39,84.1608,"C6H12"
74126,"CC(CC)(C)C",3.82,86.1766,"C6H14"
74130,"C=CCCCCC",3.99,98.1876,"C7H14"
74176,"CCC1=CC(=CC=C1)C",3.98,120.1938,"C9H12"
74177,"CCC1=CC=C(C)C=C1",3.63,120.1938,"C9H12"
74183,"CCC1=CC(=C(C)C=C1)C",4.5,134.2206,"C10H14"
74184,"CCC1=C(C)C=C(C)C=C1",4.47,134.2206,"C10H14"
74185,"CCC1=CC(=CC(=C1)C)C",4.55,134.2206,"C10H14"
74186,"CCC1=C(C)C=CC(=C1)C",4.43,134.2206,"C10H14"
74191,"CCCCCCCCCCC1=CC=CC=C1",7.35,218.3814,"C16H26"
74456,"CS(=O)(=O)C1=CC=C(Cl)C=C1",1.06,190.6441,"C7H7ClO2S"
74478,"[O-][N+](=O)C1=C2C(=CC(=C1)[N+](=O)[O-])C=CC=C2",2.83,218.1684,"C10H6N2O4"
74687,"NC(=O)C1=CC=C(Cl)C=C1",1.55,155.5835,"C7H6ClNO"
74693,"OC(=O)C1=CC(=CC=C1)I",3.13,248.0198,"C7H5IO2"
75121,"CC(SC(C)C)C",2.84,118.2366,"C6H14S"
75124,"CCSC1=CC=CC=C1",3.2,138.227,"C8H10S"
75157,"CCSCC",1.95,90.183,"C4H10S"
75520,"C2(N1C(=O)NC(C(=C1)C(F)(F)F)=O)OC(CO)C(C2)O",-0.46,296.2025,"C10H11F3N2O5"
75794,"CC(=O)O",-0.17,60.0524,"C2H4O2"
75829,"CC1C(=O)NC(N1)=O",-0.91,114.1036,"C4H6N2O2"
75833,"CC1NC(=O)CC1",-0.1,99.1322,"C5H9NO"
75840,"CSC1=CC=C(O)C=C1",1.78,140.1996,"C7H8OS"
75925,"O=C2N(N(C1=CC=CC=C1)C(C2CCS(=O)C3=CC=CC=C3)=O)C4=CC=CC=C4",2.3,404.4826,"C23H20N2O3S"
76051,"OC(=O)C1=C(C=CC=C1)C2=CC=CC=C2",2.89,198.2208,"C13H10O2"
76090,"O=C(CC1=CC(=CC=C1)C)O",1.95,150.1768,"C9H10O2"
76098,"CC(CC1=CC=C(Cl)C=C1)(C)N",2.6,183.6803,"C10H14ClN"
76347,"OC1C(O)C(O)OCC1O",-3.02,150.131,"C5H10O5"
76434,"OC2C5C13C4=C(CC(C1C=C2)N(C)CC3)C=CC(=C4O5)OC",1.19,299.3688,"C18H21NO3"
76559,"BrC1=CC=NC=C1",1.54,157.9973,"C5H4BrN"
76583,"[O-][N+](=O)C1=C(Cl)C(=CC(=C1)C(=O)O)[N+](=O)[O-]",2.5,246.5635,"C7H3ClN2O6"
76599,"OC(=O)C1=C(Cl)C=CC=C1Cl",2.23,191.0134,"C7H4Cl2O2"
76933,"NC1=C2C(=NC=N1)N=C[N]2C3OC(CO)C(C3O)O",-1.05,267.2438,"C10H13N5O4"
77085,"CCO[Si](C)(OCC)C",0.61,148.2772,"C6H16O2Si"
77088,"O=C1CCCCCCN1",0.24,127.1858,"C7H13NO"
77093,"OC1=C2C(=NC=C1)C=C(C(F)(F)F)C=C2",2.05,213.1587,"C10H6F3NO"
77100,"C1CCCCCCCCC(=O)NCC1",2.92,197.3198,"C12H23NO"
77115,"O([Si](OCC)(OCC)C1=CC=CC=C1)CC",2.99,240.3742,"C12H20O3Si"
77116,"C1CCCCCCCCC(=O)CC1",4.1,182.3052,"C12H22O"
77213,"CC(NC(=O)C1=CC=C(CNNC)C=C1)C",0.08,221.3016,"C12H19N3O"
77361,"ClC(Cl)Cl",1.97,119.3779,"CHCl3"
77363,"ClC(C(=O)O)(Cl)Cl",1.33,163.3877,"C2HCl3O2"
77370,"NC(CC1=CC=C(C=C1)Cl)C(=O)O",-0.48,199.6365,"C9H10ClNO2"
77371,"C(C(N)=O)Br",-0.52,137.9637,"C2H4BrNO"
77451,"C1CC2=C(CC1)C=CC=C2",3.49,132.2048,"C10H12"
77518,"CN2C1=C(C=C(C=C1)Cl)C(=NCC2=O)C3=CC=CC=C3",2.82,284.7445,"C16H13ClN2O"
77541,"O=C([N]2C1=CC=C(C=C1C(=C2C)CC(=O)O)OC)C3=CC=C(Cl)C=C3",4.27,357.7927,"C19H16ClNO4"
77625,"NC1=C2C(=NC(=N1)N)N=C(N)C(=N2)C3=CC=CC=C3",0.98,253.2658,"C12H11N7"
77662,"OC1=C2C(=NC=N1)N=C[N]2C3OC(CO)C(C3O)O",-2.1,268.2286,"C10H12N4O5"
77901,"N#CC(=C(N)CC#N)C#N",-0.13,132.1244,"C6H4N4"
77971,"C1(=CC=CC=C1)COC2=CC=CC=C2",3.79,184.2372,"C13H12O"
78006,"COC(=O)C2=CC1=CC=CC=C1[NH]2",2.45,175.1866,"C10H9NO2"
78418,"ClC1=CC=NC=C1",1.28,113.5463,"C5H4ClN"
78436,"[O-][N+](=O)C1=C(C=CC(=C1)C(=O)O)O",1.85,183.1202,"C7H5NO5"
78439,"N#CC1=CC=C(C#N)C=C1",0.93,128.133,"C8H4N2"
78934,"ClC1=C(Cl)C=C(Cl)C=C1Cl",4.56,215.8938,"C6H2Cl4"
79301,"OC1=C2C(=NC=N1)C=N[NH]2",-0.55,136.1128,"C5H4N4O"
80038,"O([N+](=O)[O-])C2C1C(C(CO1)O[N+](=O)[O-])OC2",1.31,236.1378,"C6H8N2O8"
80183,"CC1=C3C(=CC=C1)C2=CC=CC=C2C3",4.97,180.2488,"C14H12"
80543,"CC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2",0.91,218.2116,"C11H10N2O3"
80588,"O=C(NC1CCCCC1)NC2=CC=CC=C2",2.77,218.298,"C13H18N2O"
80664,"NC1C(C1)C2=CC=CC=C2",1.58,133.1926,"C9H11N"
82162,"O=S2(=O)C1=CC=CC=C1C=C2",0.88,166.1942,"C8H6O2S"
82174,"CCN2C1=C(C=CC(=N1)C)C(=O)C(=C2)C(=O)O",1.59,232.2384,"C12H12N2O3"
82344,"O(P(OC(C)C)=O)C(C)C",0.45,166.1565,"C6H15O3P"
82353,"NC(=O)C1=CC=NC=C1",-0.28,122.1262,"C6H6N2O"
82357,"C1(=CC=CC=C1)C(C2=C(C)C=CC=C2)OCCN(C)C",3.77,269.3858,"C18H23NO"
82699,"O=C(C1=C(C=CC=C1)NC2=CC(=CC=C2)C(F)(F)F)O",5.25,281.2337,"C14H10F3NO2"
82996,"O=CC1=CC(=C(C=C1)OC)O",0.97,152.1494,"C8H8O3"
83125,"C2=C(C1=CC=CC=C1)N=N[NH]2",1.91,145.1634,"C8H7N3"
83128,"C1=N[NH]C=N1",-0.58,69.0658,"C2H3N3"
83244,"O=C2C1=C(C=C(C=C1O)O)OC(=C2)C3=CC=C(O)C=C3",3.02,270.241,"C15H10O5"
83251,"C2(N1C(=O)NC(C=C1)=N)OC(CO)C(C2)O",-1.77,227.2194,"C9H13N3O4"
83258,"NC1=C3C(=NC=N1)[N](C2OC(CO)C(C2)O)C=N3",-0.55,251.2444,"C10H13N5O3"
83567,"C1(=CC=CC=C1)NCC(=O)O",0.62,151.1646,"C8H9NO2"
83591,"C2(=CC=C(CC1=CC=NC=C1)C=C2)[N+](=O)[O-]",2.88,214.2232,"C12H10N2O2"
83653,"NC12CC3CC(C1)CC(C2)C3",2.44,151.251,"C10H17N"
84212,"C(=NCC)=S",1.47,87.1392,"C3H5NS"
84260,"C(COCCOCCOC(=O)C(C)=C)OC(C(C)=C)=O",1.88,286.3242,"C14H22O6"
84417,"N3=CC2=C(C1=C(C=CC=C1)[NH]2)C=C3",3.17,168.1976,"C11H8N2"
84989,"OC(CCN1CCCCC1)(C2C3CC(C2)C=C3)C4=CC=CC=C4",4.25,311.4662,"C21H29NO"
85228,"OCC",-0.31,46.0688,"C2H6O"
85232,"CO",-0.77,32.042,"CH4O"
85235,"CC23C1C(C(=C)C(O1)=O)CCC(C2C=CC3=O)C",1.03,246.3054,"C15H18O3"
85239,"CC23C1C(C(=C)C(O1)=O)CCC(C2(O)C=CC3=O)C",0.77,262.3048,"C15H18O4"
85381,"OC(=O)C1=CC(=C(N)C=C1)I",2.36,263.0344,"C7H6INO2"
85712,"CC(C(=O)O)C1=CC=C(OC)C=C1",1.9,180.203,"C10H12O3"
86078,"O=CC45C3C(C2(C(C(C1=CC(=O)OC1)CC2)(C)CC3)O)CCC4(O)CC(O)CC5",0.64,404.5022,"C23H32O6"
86141,"CCCCCCC1=CC=CC=C1",5.52,162.2742,"C12H18"
86670,"CN(C)C1=CC=C(OC)C=C1",1.42,151.2078,"C9H13NO"
86672,"CNC1=C([N+](=O)[O-])C=CC=C1",2.18,152.1524,"C7H8N2O2"
86935,"N1=C3C(=C2C(=N1)C=CC=C2)C=CC=C3",2.4,180.2086,"C12H8N2"
87078,"OC1=CC(=CC=C1)F",1.93,112.1033,"C6H5FO"
87080,"NCCCC1=CC=CC=C1",1.83,135.2084,"C9H13N"
87376,"CC3=CC2=C(C=C1C=CC=CC1=C2)C=C3",5.0,192.2598,"C15H12"
87503,"OC1=CC2=C(C=C1)[NH]C=C2",1.11,133.1494,"C8H7NO"
87504,"C2CCC(C1=CN=CC=C1)NC2",0.97,162.234,"C10H14N2"
87519,"C5=CC4=C(C1=C([NH]C2=C1C3=C(C=C2)C=CC=C3)C=C4)C=C5",6.4,267.3294,"C20H13N"
